	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
PIP4K2C	21.14	9.404	16.375	8.29	13.304
KLHL26	7.022	4.097	9.445	3.807	5.198
MPHOSPH8	20.363	21.855	18.859	20.784	15.597
FAM155A	0.104	0.293	0.08	0.736	0.044
KCP	3.219	0.827	4.915	0.796	2.631
MESDC2	12.664	7.047	13.546	8.677	13.703
PAIP2B	5.647	2.297	3.59	1.664	3.407
VSIG2	25.548	0.417	35.507	0.388	26.742
THAP7	15.204	16.074	24.414	15.962	17.306
DRG2	19.877	13.548	22.876	15.88	16.373
DSG4	0	0	0	0	0
RECK	3.447	10.61	3.217	13.809	1.7
PABPC4	38.037	27.52	44.574	34.137	67.796
MORN5	53.841	7.565	23.833	9.25	34.983
DKFZP434K028	0.031	0.033	0	0	0
FLRT3	5.074	3.711	3.571	0.661	1.248
IFNA17	0	0	0	0	0
PROSC	16.999	10.672	17.005	14.06	16.489
RNF133	0.02	0.127	0.024	0.024	0.04
SPINK2	0.242	0.155	0.058	0.119	0.097
C3orf30	0.016	0	0.019	0	0.016
DYRK4	8.823	11.871	10.302	11.652	10.092
BCL6B	0.972	3.786	1.828	4.785	0.575
SGK2	1.246	0.378	1.065	0.132	0.923
ATF4	79.324	205.049	105.393	166.149	108.203
PRELID2	1.524	2.076	1.578	1.14	1.322
AXIN1	8.838	8.107	12.917	7.324	9.857
HMGN4	29.502	27.723	26.42	30.423	35.585
SORBS3	58.103	73.182	70.43	98.847	44.437
FLJ45445	3.565	2.625	4.906	0.717	2.465
SP8	0	0	0.009	0	0
ACSM2A	0.032	0.205	0.102	0.026	0.021
SPATA24	6.966	0.511	4.942	1.317	4.737
LOC221710	3.216	4.313	2.175	4.122	3.049
LPP	3.099	18.49	1.873	10.631	2.323
CAPRIN2	1.704	3.242	1.963	1.942	2.907
C1orf152	0.285	1.043	1.165	0.448	1.301
N6AMT1	2.535	2.212	2.528	2.301	1.694
MCHR2	0	0.136	0	0	0
SERPINB8	1.72	1.609	1.337	1.251	3.235
ATP13A5	0	0.008	0	0	0
CYP51A1	11.955	5.99	12.164	7.596	12.873
IGF2	121.099	23.691	104.005	77.873	14.368
SSSCA1	26.542	17.497	33.703	18.035	22.904
CSE1L	21.833	14.9	19.03	19.402	17.158
CD86	0.779	0.844	1.005	1.07	1.031
CHAC2	0.263	0.305	0.393	0.134	0.504
DNAJB4	10.113	34.377	6.209	16.554	5.504
HGF	0.675	1.972	0.707	1.282	0.33
KRTAP3-1	0	0	0	0	0
TNC	0.476	34.914	0.697	42.18	2.691
SLC36A2	0.523	0.927	0.635	0.221	0.489
AURKB	0.254	0.025	0.938	0.057	1.965
MAPK14	14.397	17.334	9.946	20.892	9.463
P2RY11	3.112	1.764	6.015	1.561	4.994
SYT17	3.126	0.721	3.421	0.882	3.294
ZNF716	0.121	0.182	0.072	0.054	0.06
RPA3	14.949	3.505	14.032	3.711	13.198
NFAM1	0.664	0.71	1.177	0.544	1.399
STAT4	1.514	1.068	1.229	1.707	4.088
DSCR9	0.3	0.16	0.239	0.123	0.05
TBC1D20	15.563	17.968	13.461	15.143	13.039
APOOL	3.602	2.689	2.892	1.75	2.318
C16orf62	15.119	15.35	15.199	16.744	13.377
ZNF584	5.24	3.039	5.975	3.255	5.103
TMEM111	19.366	15.788	20.661	15.381	20.071
CBX6	30.046	33.156	27.037	26.915	12.863
MYLIP	15.116	19.803	18.723	23.622	27.016
AKTIP	11.804	13.536	9.211	14.154	10.406
RPL34	586.443	277.889	845.995	393.47	681.211
LRRC31	0.071	0.064	0.014	0	0.012
PRAMEF16	0	0	0	0	0
SLC5A8	0.009	0.009	0	0	0
CUL1	18.316	17.152	18.103	19.349	16.702
PAWR	4.889	9.8	3.804	8.61	5.354
ZNF513	4.214	5.013	6.827	3.105	5.867
TOE1	4.687	4.507	6.549	4.539	4.844
CSRP3	0	0	0.025	0	0
ACRV1	0	0.086	0	0.065	0.027
TAF1D	15.806	8.687	16.471	11.296	24.243
TLE3	5.841	5.509	9.624	6.127	6.884
OTOP1	0	0.065	0	0	0.015
PTRF	94.377	321.793	109.22	353.558	59.055
RNF181	39.532	38.631	51.11	36.924	48.364
DSC2	10.139	0.546	5.718	0.269	3.13
HIPK2	8.017	2.122	7.986	2.722	6.528
OSR1	2.157	8.246	1.448	2.532	1.033
COPB1	29.405	18.417	23.317	24.428	26.499
TCEAL4	50.88	143.964	59.143	186.233	50.748
FBN2	0.604	2.102	0.259	1.801	0.371
ME3	4.823	7.572	5.995	7.204	7.135
ISM2	0.398	0.532	0.772	1.085	0.348
ACAP2	9.479	9.794	6.305	10.696	7.906
MEX3A	1.603	0.245	1.646	0.395	0.617
PDCL	9.205	7.481	7.454	8.933	7.095
MTA2	13.6	17.494	19.468	19.272	16.795
LSM3	31.289	23.886	34.169	29.613	32.474
NXPH2	0	0.012	0.027	0	0.034
SFRS14	11.273	7.213	11.86	4.743	9.015
DDX55	4.687	3.491	4.779	2.924	6.119
TTC25	26.486	1.141	12.261	1.011	19.202
TSPAN19	0.138	0	0.198	0.102	0.249
ZNF605	3.019	1.9	2.33	2.143	2.431
AMELX	0	0	0	0	0
PPFIA2	0.045	0.202	0.072	0.659	0.242
FLVCR1	1.326	0.615	1.215	0.45	1.126
ITGAD	0.086	0.164	0.206	0.094	0.163
LZTFL1	17.155	4.569	8.531	5.088	12.142
RFX3	5.51	0.837	2.331	0.643	3.369
C15orf43	0.021	0	0	0	0
TPH1	0.2	0.41	0.119	0.286	0.267
TMEM63B	12.211	11.517	12.197	7.927	11.735
RGL3	5.032	0.524	6.552	0.818	7.992
RAPSN	0.279	0.099	0.244	0	0.204
PSMC1	43.554	46.299	39.382	51.181	44.156
C18orf8	13.49	12.608	10.804	14.275	14.366
LOC100128842	0.236	0.313	0.593	0.189	0.635
CD300LG	0.935	3.79	0.935	5.888	0.609
RALYL	1.09	0.042	1.1	0	1.388
HTR5A	0	0	0	0	0
NLGN4X	1.292	0.187	0.956	0.81	3.65
USP32	4.576	4.294	3.684	4.417	4.229
EML4	12.603	6.004	10.797	7.375	10.449
ALPK3	0.649	0.72	0.972	0.951	0.539
CCDC50	6.739	9.36	5.264	11.304	7.286
SNORD115-32	0	0	0	0	0
C6orf64	11.985	9.115	10.838	8.948	15.755
ZNF101	2.244	1.923	2.76	1.553	2.209
WWP1	10.514	13.082	9.054	13.84	7.316
C21orf91	4.111	2.845	2.587	3.644	4.09
RSRC1	7.9	8.294	5.958	7.592	6.149
ZDHHC15	1.232	1.424	1.076	1.642	0.947
HOXA11AS	0	14.439	0	10.118	0
DNAH1	12.154	1.989	7.612	0.974	8.359
LOC388692	5.145	2.267	4.407	1.269	4.731
TSPAN5	1.289	19.189	1.322	10.497	1.469
CALCOCO2	21.073	18.902	19.451	33.213	19.787
GRIA1	0.052	0.123	0.025	0.166	0.005
PDE6A	0.733	0.989	0.894	0.285	0.738
ARSD	98.501	12.783	88.919	15.158	63.551
GPR115	0.261	0.05	0.133	0.023	0.149
OR1E1	0	0	0	0	0
C1orf49	0	0.021	0	0	0.059
DENND3	5.557	8.467	8.057	8.113	9.033
ARL4C	29.796	2.217	24.291	1.015	14.673
PPT2	10.078	16.887	13.344	10.705	9.868
C17orf64	0	0.188	0	0.036	0
NCBP2	22.552	16.955	23.629	23.115	21.353
STARD3	21.454	17.963	28.737	21.013	20.944
NPAS3	4.237	0.581	4.251	0.654	4.237
ABCB4	0.184	0.188	0.132	0.513	0.132
TAS2R42	0	0.032	0	0	0
CD37	4.033	5.314	6.694	8.17	6.898
CTSE	0.274	0	0.016	0	0.233
TRIM22	16.31	13.16	12.297	11.746	25.589
CHST8	1.076	0.562	0.993	0.465	1.553
FARP2	7.721	5.04	6.172	3.724	6.445
ARMCX2	13.058	13.679	16.216	12.904	15.44
INPP5E	7.744	4.683	7.488	3.44	7.55
AES	254.516	314.962	346.5	307.034	230.214
CCDC106	8.9	7.869	13.318	6.143	8.671
ST3GAL3	6.794	14.292	9.722	11.245	4.613
BRPF3	7.84	8.357	7.301	7.122	6.241
STK11IP	11.549	7.736	9.399	5.316	10.704
PCF11	10.21	8.522	9.385	9.407	8.928
CEP70	8.234	3.037	7.111	3.216	15.46
LOC728758	0.11	0.183	0.277	0.06	0.159
EIF3C	52.887	34.76	83.305	23.461	70.747
ZNF434	5.506	3.54	5.554	3.96	5.887
FSD1L	5.02	0.477	1.429	0.503	2.796
MGC34034	0	0	0.019	0	0
C4orf26	0	0.123	0.184	0	0.038
NLRP5	0	0.016	0	0	0
MAP1B	8.522	24.711	4.211	33.025	5.014
EEF1E1	9.863	5.755	9.38	5.325	10.799
PDLIM4	10.086	28.488	15.137	28.375	21.411
CALCR	0.008	0.009	0.05	0.01	0
AHCYL2	4.109	2.387	2.746	2.756	3.114
TCF12	19.249	17.418	14.611	19.009	14.089
NSUN4	4.509	2.872	4.464	2.21	4.29
SSBP3	34.389	29.773	30.374	31.083	26.028
CALB1	0.076	0.082	0.213	0	0.14
INTS7	3.222	3.212	2.688	2.625	2.895
ZNF76	15.908	14.166	23.23	11.134	19.81
MTX3	4.025	2.895	3.132	2.736	3.193
ANKRD37	7.83	3.06	6.396	1.459	6.571
EPHA2	21.826	10.184	24.041	6.23	13.24
PRR15L	22.349	0	23.34	0.05	23.369
MRPS16	23.8	14.963	25.33	17.439	27.386
KCNA6	1.359	0.179	0.12	0.299	0.057
ISCA2	16.616	4.181	15.522	5.354	17.398
CA12	8.35	13.78	22.647	8.237	13.821
ITGB7	4.292	0.91	5.704	1.341	7.72
OR2A9P	7.446	4.875	7.31	4.063	5.373
IL26	0.027	0	0	0	0
C8orf86	0.076	0.177	0.076	0.078	0.102
PL-5283	16.163	7.456	12.81	8.377	17.504
TRAFD1	13.259	14.967	13.05	13.521	13.712
OR6C6	0	0	0	0	0
ETV1	0.944	0.597	0.754	1.719	0.136
FAM101A	1.688	0.306	5.641	0.534	2.042
CCDC122	4.081	3.664	2.611	1.16	4.649
ANKS3	7.304	5.135	10.774	5.429	7.155
DIXDC1	12.579	24.248	9.009	21.415	9.484
GRAMD1B	1.624	0.66	1.693	0.345	0.639
KTELC1	4.818	4.6	4.098	4.728	4.987
COPG2	16.691	10.854	14.829	11.223	13.321
NUP93	12.296	7.708	12.431	9.115	10.537
LLGL1	11.238	11.232	13.87	10.722	8.663
MON2	3.534	3.6	2.72	2.805	2.977
HIST1H2BB	0	0	0	0	0
ANKRD34C	0.005	0.011	0.013	0	0.016
SNAP47	16.613	16.283	19.009	16.844	13.561
CRABP1	0.22	0	0.044	0	0.11
WDR55	8.216	7.675	9.656	6.117	13.097
AMAC1	0.031	0.261	0.018	0	0.015
CITED2	44.25	263.085	30.451	140.306	42.468
GYS2	0.091	0.01	0.044	0.011	0.009
INTS2	2.225	1.677	1.458	2.248	1.906
BTBD12	1.511	2.235	1.969	1.162	1.241
SNORD114-3	0	0	0	0	0
DENND2D	15.208	0.697	12.26	1.473	16.25
KIAA0317	17.254	8	16.3	7.357	18.297
ABHD8	7.121	9.798	11.864	7.248	6.525
NBEAL1	10.651	7.446	5.889	4.781	4.688
CSNK1G1	17.958	9.561	11.048	7.282	14.999
ISL2	0	0.017	0.019	0.019	0
CHCHD8	30.723	16.651	44.628	24.472	38.158
OR4C3	0	0	0	0	0
KY	4.908	3.187	3.081	2.564	1.407
ARFRP1	10.31	12.004	15.88	10.612	10.611
H2BFM	0	0.065	0.018	0.037	0.046
OGDH	36.62	43.654	36.663	33.158	24.576
NPDC1	57.714	70.801	108.992	87.813	108.678
C16orf92	0	0.036	0	0	0
DHX29	5.414	6.451	4.123	6.92	4.636
C1orf109	5.348	3.322	5.508	4.988	4.673
LOC100270746	3.166	1.367	4.435	1.567	3.897
SRM	28.511	32.724	48.78	55.232	29.436
HIGD1C	0	0	0.116	0	0
CCDC97	15.277	8.747	18.924	10.265	15.242
PIGL	1.501	1.651	2.544	1.012	2.044
SYCP1	0	0.017	0	0	0.008
DTL	0.147	0.143	0.207	0.164	0.387
CTRB2	0	0	0	0	0
PINX1	2.811	3.187	2.271	3.548	3.009
C14orf118	2.457	4.224	2.163	2.76	1.913
TIMD4	0.067	0	0.291	0.082	0.022
NHSL2	0.288	2.204	0.26	1.096	0.28
FAM19A1	0.015	0.079	0.053	0.055	0.074
C12orf45	5.522	3.148	7.361	5.017	10.26
SPG21	46.144	24.051	37.501	28.867	43.554
LHX2	0	0.038	0	0	0.083
DYNC1LI2	36.911	51.365	28.732	53.088	34.499
KRTAP4-4	0	0.056	0	0	0
CDK7	10.798	5.22	8.43	5.108	14.403
C17orf49	110.424	64.916	127.141	73.726	133.894
LOC285419	2.8	0.457	1.826	0.159	1.97
RLBP1	0.016	0	0.02	0	0
C19orf76	0.244	1.507	0.987	0.93	0.827
C9orf93	0.899	1.721	0.557	2.544	0.411
TSPAN32	1.356	0.982	1.253	0.589	1.246
TMEM132B	0.252	0.049	0.36	0.071	0.062
LOC145845	0.019	0.113	0.011	0.082	0
CD180	0.326	0.225	0.401	0.669	1.229
MBD3	27.623	33.383	50.285	31.899	29.819
RDBP	53.695	28.087	59.256	30.144	39.7
CTHRC1	1.441	3.306	1.283	4.592	1.075
NCRNA00086	3.446	0.522	4.46	0.934	2.079
ZNF580	15.174	21.29	26.367	16.392	13.357
1-Mar	0.459	0.3	0.609	0.625	0.842
ODC1	66.62	26.199	63.496	40.299	38.698
KCTD17	3.371	9.883	5.435	10.048	5.23
BMS1	5.117	3.562	4.28	4.758	2.695
ZSCAN1	1.029	0.367	1.712	0.076	0.343
LRRC23	70.895	4.391	43.246	3.426	67.745
RIPK3	1.505	2.019	1.726	0.886	5.399
SPDYA	3.911	5.29	3.202	6.864	3.799
FAT3	0.093	0.755	0.103	0.27	0.321
LOC387646	0.222	0.242	0.238	0.076	0.266
ZNF167	3.49	2.607	2.984	2.128	2.606
E2F2	0.217	0.232	0.266	0.06	0.581
SYTL1	27.703	0.886	22.208	0.435	30.32
SF3A2	48.388	33.569	80.921	36.588	42.126
SNORA77	0	0.734	0	0.842	0.458
FTO	17.838	18.212	13.552	18.472	11.989
IRF2	18.438	11.896	16.327	13.267	17.106
ST8SIA4	1.366	1.735	1.015	1.57	3.63
CENPJ	1.104	1.711	1.12	1.224	0.938
ECT2	2.232	2.409	1.708	0.912	2.636
SDCBP	43.919	43.639	37.743	70.287	57.013
ATP6V0A4	0	0.02	0	0	0.018
CD48	2.561	2.236	2.964	5.604	5.923
VASN	27.471	7.927	32.546	8.558	26.02
AMICA1	0.982	4.232	1.588	3.203	3.687
MEGF10	0.209	0.199	0.094	0.858	0.051
GML	0	0	0	0	0
AZGP1	0.551	0.098	1.37	0.056	0.275
RAB23	7.514	41.123	6.069	31.746	6.199
DKC1	20.508	7.738	21.233	11.484	16.998
TRIM2	11.335	5.737	7.085	6.139	11.279
PACRG	25.155	2.069	11.467	1.336	15.672
P704P	0.051	0.105	0.087	0.11	0.034
APOBEC3G	10.06	3.571	11.948	6.003	13.776
MAB21L1	0.023	0.048	0.027	0.069	0.034
ZNF680	3.506	1.49	2.223	1.491	3.079
RASL11A	3.209	8.844	3.034	18.02	4.155
CD47	34.231	8.706	27.657	10.221	33.608
HBG1	0.049	0	0.059	0.66	0
PPP2R5E	5.876	5.615	4.425	6.519	5.116
IL4I1	6.077	1.301	17.17	0.948	14.506
PGD	31.278	9.662	37.342	16.156	42.972
TRY6	0.449	0	0.603	0.069	0.281
ACADL	0.83	0.151	0.318	0.441	0.486
XCR1	0.109	0.093	0.26	0	0.109
TBC1D1	16.35	58.649	22.774	45.666	20.739
DNAH5	14.705	0.033	4.984	0.025	8.23
AKR1CL1	0.027	0	0.048	0	0
MYO9A	3.046	6.03	2.268	4.633	2.392
KIAA0427	3.605	8.304	4.488	9.01	6.448
PGM5P2	2.948	26.762	4.126	15.406	2.222
ABCG4	0.133	0.277	0.122	0.163	0.416
MRPL39	12.226	5.897	10.439	6.508	11.691
TBC1D10A	8.951	7.46	10.353	7.972	7.258
PADI2	4.627	0.518	5.116	0.428	2.602
OR51Q1	0	0	0	0	0
CHRNA1	0	0.061	0	0	0.028
GNB4	4.511	5.945	2.901	6.905	5.664
FAM199X	7.533	3.763	5.586	3.313	5.859
SIRPG	0.557	0.265	0.296	0.607	1.011
GPR176	1.189	2.619	0.865	3.801	0.855
CDK19	4.249	5.921	3.37	5.728	3.788
TWF2	17.86	19.443	26.643	23.39	25.467
ERCC3	16.656	15.371	16.209	12.886	16.426
ING1	6.487	5.759	7.062	3.561	5.982
ALG10B	2.456	1.231	1.649	1.247	1.821
STX4	15.552	18.199	19.981	17.531	17.442
TRIM24	4.145	3.449	3.835	3.377	3.74
LRRIQ3	0.677	0.016	0.341	0.046	0.504
WWTR1	7.879	19.293	7.764	24.15	5.605
DOLPP1	5.701	3.108	6.082	2.818	5.419
WDR82	30.475	27.712	30.537	34.03	25.833
DGKQ	2.531	3.725	4.027	2.366	3.986
SNORA71C	0	0.222	0	0.254	0
GC	0	0	0.04	0	0
CCDC61	9.08	5.566	9.211	3.842	7.308
WFDC8	0.465	0.602	0.234	0.03	0.392
WDR53	2.439	2.627	2.179	2.28	2.295
OR52E2	0	0	0	0	0
KCNN1	0.068	0.77	0.049	0.499	0.149
CSNK1G3	5.642	5.567	4.124	5.515	5.181
OMD	1.306	1.252	0.847	8.097	0.338
PCDH8	0.124	0.023	0.043	0.018	0.066
ECM2	4.283	10.55	2.955	18.813	2.07
ALPI	0	0	0	0	0
GPR37L1	0.547	0.411	0.695	0.228	0.594
ZNF224	2.449	2.047	2.356	2.047	2.983
MAFA	0	0	0	0	0
RBP2	0.123	0	0.098	0.05	0.041
OR2B3	0	0	0	0	0
PNLIPRP2	0	0.041	0	0	0
C7orf72	0	0	0	0	0
SPINLW1	1.091	0.111	0.605	0.016	1.403
PTCHD3	0.023	0.024	0.108	0.014	0.011
RANBP6	5.58	4.738	4.725	5.901	4.945
SLC2A4RG	19.481	20.628	34.926	23.251	17.274
THOC6	14.961	6.717	19.292	9.216	16.326
ALG9	3.258	3.056	3.29	2.676	2.84
KLHL14	8.492	0.817	8.153	2.116	6.645
SNORD59A	0	0	0	0	0
KIR2DL4	0	0.022	0.072	0.074	0.241
KCNAB3	0.216	1.038	0.37	1.966	0.512
CHMP4C	7.794	0.066	6.993	0.228	10.567
UPF2	5.67	7.214	4.261	8.402	5.114
NCRNA00207	0	0.04	0	0	0
WARS2	9.794	3.891	7.023	4.306	10.961
SMTN	24.275	288.161	41.376	196.829	22.646
IFIT1	8.915	7.309	8.739	8.16	7.305
SMAD3	10.794	7.89	11.116	10.307	10.605
FOXM1	0.706	0.184	1.176	0.221	1.724
NKX2-3	0	0	0	0.017	0.027
CA5BP	5.57	7.048	6.669	7.193	5.955
WNT2	1.593	0.458	1.439	0.878	0.438
GCK	0.691	0.915	0.448	0.402	0.164
RNF115	7.549	17.241	7.705	14.879	9.39
SIDT1	4.094	0.583	4.336	0.605	2.397
INS-IGF2	140.646	28.749	115.381	95.914	17.835
HEMGN	0.13	0.014	0.031	0	0.026
GMNN	5.052	1.783	4.694	3.537	6.421
MME	0.298	0.151	0.229	0.198	0.076
ADI1	18.663	18.073	19.015	15.101	17.402
RPL39	995.351	444.302	1469.167	737.542	1218.608
SEC14L1	15.855	10.922	15.598	27.26	14.899
FCN2	0	0.061	0	0.035	0.029
OR6F1	0	0	0	0	0.031
MGEA5	29.871	26.638	27.459	26.574	30.898
CDC42EP5	3.652	1.768	18.258	4.206	8.801
KC6	0	0.072	0.02	0	0.033
TAF9B	11.61	13.517	10.689	15.438	13.561
CMTM7	43.884	3.5	68.26	5.419	41.02
GZF1	3.174	3.29	3.574	3.549	3.077
C10orf131	0.049	0.13	0	0.179	0
TTTY2	0	0	0	0	0
ELF1	15.972	8.657	11.675	10.336	14.344
PHF21B	0.186	0.407	0.415	0.694	0.591
PPP3R2	0	0	0	0	0
TSPYL6	0.009	0.03	0.033	0.011	0.018
LRFN3	4.682	7.25	8.914	5.929	4.873
YES1	9.104	8.543	6.553	9.428	10.418
IQCF3	0	0	0	0	0
FGF4	0	0.026	0	0	0
ADRB1	0.13	0.043	0.203	0.074	0.12
ERP29	70.489	33.783	79.134	40.865	85.488
USP37	1.991	1.567	1.284	1.428	1.601
TPRX1	0	0	0	0	0
LOC286359	0.022	0.07	0.26	0.027	0.022
PRUNE2	48.464	65.59	33.383	45.31	42.297
FAM120A	55.353	38.361	51.891	38.81	58.478
TMLHE	7.426	6.355	7.241	6.354	6.668
TRPS1	1.991	4.072	1.404	3.133	3.063
BPHL	9.968	3.341	9.339	2.981	9.309
LOC100271832	0	0.022	0	0	0
ETNK1	11.507	3.318	5.976	3.427	8.258
MORC3	7.367	7.393	5.271	7.102	5.52
DCAF5	13.086	14.953	11.763	11.651	12.794
FAM113A	17.227	6.374	24.673	5.794	15.635
NCAN	0.009	0.028	0.021	0	0.017
CALR	379.088	272.551	414.149	293.858	378.18
GLIPR1L1	0.088	0.031	0	0.036	0.058
C8orf75	0.062	0.044	0.122	0	0.062
MAPKBP1	4.545	6.963	4.213	4.129	4.029
UBE2CBP	5.258	1.209	2.362	1.645	3.618
PKLR	0.047	0.151	0.045	0.012	0.16
SNCB	0	0.047	0	0.027	0.022
SELK	19.917	20.3	22.054	21.366	18.815
LOC648691	0.065	0.118	0.044	0.011	0.028
SLC16A9	8.148	6.997	14.151	7.756	17.381
SERPINI1	3.206	3.039	3.696	4.934	1.643
LSMD1	26.544	29.17	47.579	22.618	35.847
CHSY1	6.888	7.665	6.417	9.145	4.979
MLXIP	31.698	52.188	29.385	24.534	21.884
SIK1	10.15	27.32	30.074	10.446	5.692
PUS3	4.258	3.648	3.652	4.312	4.688
FBXL7	3.833	15.714	4.846	19.653	6.599
ALOX15B	0.129	0.172	0.614	0.066	0.021
CSN3	0.137	0	0	0	0
IER3IP1	15.279	8.886	13.36	12.934	16.718
PACSIN2	22.833	15.151	22.451	20.377	18.213
TRIM31	0.178	0.032	0.603	0.018	1.695
HOXA6	2.044	4.222	2.108	1.821	1.812
PCDH20	0.02	1.739	0	1.064	0.04
HCG27	0.316	0.481	0.457	0.163	0.533
OR6B1	0	0	0	0	0
ANTXRL	0.081	0	0.016	0	0.054
RPS15	647.467	471.942	1393.062	660.041	641.909
SEMA3D	0.591	0.348	0.271	0.966	0.222
SPRYD3	81.939	57.864	64.403	50.848	52.097
CORIN	0.079	0.143	0.044	2.77	0.085
ZNF679	0	0	0	0	0
FAM5B	0.046	0.01	0.077	0.147	0.803
LRRC14	3.903	3.92	6.734	3.294	4.274
NET1	32.319	18.354	20.766	25.66	18.597
KCNH8	0.194	0.015	0.386	0.018	0.567
LOC147804	1.14	1.753	1.789	0.958	1.668
OR8H2	0	0	0	0	0
RP1	4.826	0.058	2.348	0.007	2.27
PGBD2	2.29	1.715	2.432	1.526	2.089
DTNB	7.578	1.824	9.917	1.906	5.872
FAM166B	53.339	0.033	23.847	0.153	45.565
GPR148	0	0.077	0	0	0
RPS13	664.646	456.812	1011.237	904.076	878.682
RRN3P3	0.77	1.381	1.16	0.987	0.96
F11	0	0	0	0.045	0
SRL	0.986	1.429	0.425	2.224	0.333
ZNF771	2.313	3.402	4.885	4.02	2.273
YY2	1.136	1.115	0.934	1.3	0.614
ZNF331	5.261	17.528	18.628	3.303	3.289
ANGPTL3	0	0.014	0.064	0.016	0
SEL1L2	0.118	0.561	0.078	2.266	0.144
DPH1	24.516	16.837	32.578	11.639	30.004
ASFMR1	0.115	0.049	0.138	0.071	0.046
SLC7A6OS	2.297	2.475	2.254	2.356	2.386
BIN3	13.817	6.288	14.476	5.233	13.701
CLEC4C	0	0.075	0.056	0.057	0
VPS35	29.346	16.909	18.23	19.377	22.889
CNGA3	0.158	0.508	0.099	0.638	0.045
FLJ25328	0	0.019	0	0	0
C13orf15	12.734	8.369	12.745	34.783	9.861
ARF1	220.47	146.449	244.124	176.107	206.216
HERPUD1	33.473	23.232	33.219	34.534	36.545
TRPV2	1.523	8.217	1.97	6.051	2.77
NHP2L1	61.553	33.062	75.776	43.171	56.498
MN1	0.5	8.92	1.844	1.812	0.5
PLGLA	0.082	0.175	0.098	0.1	0.041
TRIM43	0.157	0.019	0.104	0	0
GOLGA8A	3.517	5.511	5.033	2.344	9.794
MYOM1	1.44	9.317	1.881	7.426	2.278
FAM108B1	8.656	4.71	4.816	4.559	6.662
LOC100130148	0	0	0	0	0
C1orf54	7.141	25.921	9.253	27.467	9.244
TMEM167A	10.341	7.45	7.519	9.085	8.248
HIST3H2A	2.712	0.37	2.411	2.828	2.943
C17orf50	0.664	0.03	0.397	0	0.304
AIG1	39.655	8.527	25.855	10.81	26.387
ATL3	5.647	16.929	4.334	13.75	5.015
FAM153B	0.892	0	0.823	0.05	1.155
POLR2E	36.849	33.204	48.701	31.399	34.92
LGALS3BP	308.715	167.625	329.159	178.292	333.404
SNORD15B	0.392	0.838	0.702	0	0.196
PPP1R13B	18.466	8.081	18.764	9.003	13.824
HOXD3	8.491	3.483	9.253	2.57	4.035
CTNNBIP1	10.504	5.497	11.21	5.71	11.782
HOXA3	6.529	2.442	6.452	1.012	2.917
CT45A5	0.028	0.03	0	0	0
NDRG3	14.027	19.231	12.994	19.314	13.582
LOC541471	2.635	2.315	3.835	5.792	4.655
EML1	6.505	10.418	4.196	10.537	4.69
PCGF6	2.381	4.26	2.66	3.556	2.954
OTX2	0.013	0.014	0.015	0.016	0.013
DLGAP1	7.256	0.367	8.041	0.566	1.775
TDGF1	0.069	0.606	0.017	0.119	0.263
FAM178B	2.99	1.374	4.945	1.221	1.772
C17orf73	0.028	0.06	0.067	0	0.028
OTOS	0	0	0.06	0	0.051
MRGPRF	24.959	120.179	37.225	75.55	21.445
LOC389033	0.143	0	0.256	0.35	0.071
C9orf7	12.103	6.708	11.609	5.943	11.936
GSDMA	0.392	0.52	0.451	0.149	0.553
GAP43	0	0.126	0.035	0.18	0
ZNF443	2.029	1.163	1.661	1.294	1.674
RGMA	7.007	20.645	10.255	32.209	9.938
FAM89A	2.648	1.847	3.811	2.83	3.643
POLDIP2	26.708	20.602	33.611	24.169	26.388
C21orf70	8.777	6.867	15.831	6.74	11.956
AKIRIN2	18.541	9.691	21.347	11.538	15.294
DLEU2L	0.138	0.203	0.186	0.169	0.242
COX7C	325.937	195.464	414.829	232.291	420.399
DGCR6L	27.869	23.918	39.517	20.794	24.696
PRKAG2	7.621	7.874	6.824	9.519	7.503
CEP97	3.136	1.705	1.243	1.292	1.703
TXNDC2	0.016	0.088	0	0.04	0.033
PIGN	5.224	1.683	3.759	1.763	3.933
AGPAT5	5.721	2.436	4.317	4.497	8.477
SMPDL3A	1.982	2.396	1.534	3.533	2.009
C21orf67	1.849	0.696	2.798	0.766	4.166
DNAJC17	8.114	5.862	12.79	7.921	10.078
LRRC32	10.717	11.03	8.02	14.766	5.321
FAM109B	2.803	5.567	3.087	8.377	3.262
ABT1	10.813	7.978	13.713	8.459	11.777
OR51M1	0	0	0.035	0	0
GAGE2B	0	0	0	0	0
DDX51	5.6	3.9	8.106	4.958	4.838
PTCD3	7.244	5.502	7.75	5.133	7.894
HIST1H2BO	0.49	0.328	0.512	0.3	0.368
PTPRN	0.04	0.035	0.039	0.02	0
CCL25	0.064	0.069	0.038	0	0.61
KIAA0664	15.423	11.574	23.433	9.278	17.591
C9orf47	0.117	0.038	0.161	0.065	0.106
ATOH8	2.182	7.188	5.091	17.482	4.437
C1QTNF8	0	0	0.04	0	0.134
PAICS	25.664	6.357	25.683	14.852	25.372
C6orf170	1.526	0.733	1.036	0.705	1.544
HBQ1	0	0	0.052	0.162	0
LOC151009	7.548	1.517	9.687	1.285	5.399
C5orf49	84.8	0.358	44.925	0.308	67.251
